1402;01/04/2019;16:12:12;230;76;1;3.50
1404;01/04/2019;11:40:20;534;61;1;4.75
1406;01/04/2019;12:27:46;231;59;1;4.50
1407;01/04/2019;19:57:56;448;35;1;3.10
1416;01/04/2019;11:59:48;391;52;2;5.00
1417;01/04/2019;18:49:50;168;51;2;6.00
1419;01/04/2019;14:34:35;447;52;2;5.00
1419;01/04/2019;14:34:35;447;75;1;3.50
1430;01/04/2019;14:13:48;25;61;1;4.75
1430;01/04/2019;14:13:48;25;77;1;3.00
1436;01/04/2019;18:52:57;90;59;2;9.00
1437;01/04/2019;17:25:45;677;58;2;7.00
1447;01/04/2019;18:22:12;70;61;2;9.50
1459;01/04/2019;14:36:23;581;30;2;6.00
1461;01/04/2019;14:07:12;398;41;2;8.50
1475;01/04/2019;17:10:34;459;27;1;3.50
1478;01/04/2019;13:31:51;744;44;2;5.00
1480;01/04/2019;18:43:19;795;57;1;3.10
1488;01/04/2019;19:41:22;265;35;2;6.20
1495;01/04/2019;13:04:51;72;22;1;2.00
1496;01/04/2019;19:34:12;133;48;1;2.50
1496;01/04/2019;19:34:12;133;70;1;3.25
1498;01/04/2019;16:52:57;710;45;2;6.00
1513;01/04/2019;19:25:50;448;51;1;3.00
1513;01/04/2019;19:25:50;448;70;1;3.25
1516;01/04/2019;19:47:17;414;40;1;3.75
1516;01/04/2019;19:47:17;414;78;1;4.50
1519;01/04/2019;13:01:30;65;39;2;8.50
1520;01/04/2019;18:41:01;396;24;1;3.00
1521;01/04/2019;15:49:43;252;23;2;5.00
1526;01/04/2019;15:56:38;573;42;2;5.00
1526;01/04/2019;15:56:38;573;79;1;3.75
1539;01/04/2019;16:49:47;558;29;1;2.50
1552;01/04/2019;18:34:09;601;36;1;3.75
1567;01/04/2019;11:58:15;599;60;2;7.50
1570;01/04/2019;12:30:39;259;48;2;5.00
1575;01/04/2019;11:41:46;686;57;2;6.20
1583;01/04/2019;15:06:21;574;37;1;3.00
1587;01/04/2019;12:55:29;44;27;1;3.50
1587;01/04/2019;12:55:29;44;70;1;3.25
1597;01/04/2019;13:43:18;117;54;2;5.00
1597;01/04/2019;13:43:18;117;69;1;3.25
1598;01/04/2019;15:00:59;230;61;2;9.50
1598;01/04/2019;15:00:59;230;72;1;3.25
1599;01/04/2019;17:20:25;364;43;2;6.00
1599;01/04/2019;17:20:25;364;78;1;4.50
1600;01/04/2019;15:05:25;218;24;2;6.00
1611;01/04/2019;18:08:53;578;34;2;4.90
1614;01/04/2019;18:03:13;210;28;1;2.00
1614;01/04/2019;18:03:13;210;78;1;4.50
1625;01/04/2019;17:17:12;576;23;1;2.50
1626;01/04/2019;17:05:44;252;36;2;7.50
1634;01/04/2019;11:10:58;335;46;1;2.50
1638;01/04/2019;19:56:17;541;27;1;3.50
1645;01/04/2019;12:58:54;536;44;2;5.00
1647;01/04/2019;16:45:00;569;42;1;2.50
1658;01/04/2019;16:09:34;418;47;1;3.00
1658;01/04/2019;16:09:34;418;69;1;3.25
1660;01/04/2019;11:35:18;111;52;2;5.00
1662;01/04/2019;15:18:56;659;61;1;4.75
1666;01/04/2019;18:51:07;47;35;2;6.20
1666;01/04/2019;18:51:07;47;78;1;4.50
1680;01/04/2019;14:37:39;744;24;1;3.00
1680;01/04/2019;14:37:39;744;71;1;3.75
1683;01/04/2019;16:40:18;536;33;1;3.50
1685;01/04/2019;14:34:03;247;28;1;2.00
1694;01/04/2019;13:53:04;707;38;2;7.50
1695;01/04/2019;12:52:27;167;35;2;6.20
1706;01/04/2019;16:58:56;119;49;2;6.00
1707;01/04/2019;13:24:22;98;47;2;6.00
1710;01/04/2019;13:17:32;785;55;2;8.00
1711;01/04/2019;12:21:43;181;42;1;2.50
1712;01/04/2019;15:37:52;779;39;1;4.25
1712;01/04/2019;15:37:52;779;73;1;3.75
1717;01/04/2019;19:58:52;329;39;1;4.25
1719;01/04/2019;11:12:29;607;43;1;3.00
1724;01/04/2019;12:18:44;692;49;2;6.00
1725;01/04/2019;13:58:36;246;23;1;2.50
1729;01/04/2019;15:50:25;541;35;1;3.10
1737;01/04/2019;19:00:45;60;60;2;7.50
1737;01/04/2019;19:00:45;60;69;1;3.25
1739;01/04/2019;18:32:25;697;52;2;5.00
1742;01/04/2019;18:39:29;678;22;1;2.00
1745;01/04/2019;16:58:42;753;58;1;3.50
1745;01/04/2019;16:58:42;753;69;1;3.25
1747;01/04/2019;11:41:37;42;40;2;7.50
1749;01/04/2019;18:21:22;117;46;1;2.50
1752;01/04/2019;16:43:15;323;37;2;6.00
1753;01/04/2019;13:00:42;645;28;2;4.00
1757;01/04/2019;11:40:10;441;32;1;3.00
1759;01/04/2019;11:04:07;507;26;1;3.00
1768;01/04/2019;17:41:25;174;55;2;8.00
1768;01/04/2019;17:41:25;174;76;1;3.50
1771;01/04/2019;15:21:53;651;33;2;7.00
1773;01/04/2019;19:40:09;305;44;2;5.00
1786;01/04/2019;11:28:50;53;32;2;6.00
1790;01/04/2019;14:35:25;711;46;1;2.50
1807;01/04/2019;15:14:28;320;42;1;2.50
1811;01/04/2019;12:07:59;161;58;1;3.50
1817;01/04/2019;13:34:12;352;28;2;4.00
1823;01/04/2019;18:55:19;651;56;2;5.10
1825;01/04/2019;11:01:48;480;22;1;2.00
1828;01/04/2019;17:22:18;554;34;1;2.45
1830;01/04/2019;14:34:04;108;35;1;3.10
1837;01/04/2019;15:08:28;473;43;2;6.00
1840;01/04/2019;13:35:37;790;38;2;7.50
1846;01/04/2019;19:53:42;548;56;1;2.55
1852;01/04/2019;15:56:38;737;50;2;5.00
1852;01/04/2019;15:56:38;737;75;1;3.50
1854;01/04/2019;18:26:37;631;59;1;4.50
1855;01/04/2019;17:59:55;121;32;1;3.00
1862;01/04/2019;19:05:47;195;33;2;7.00
1873;01/04/2019;16:29:36;632;27;2;7.00
1880;01/04/2019;18:16:26;40;56;1;2.55
1888;01/04/2019;14:20:08;280;42;2;5.00
1892;01/04/2019;16:01:29;240;26;1;3.00
1892;01/04/2019;16:01:29;240;74;1;3.50
1894;01/04/2019;11:28:29;248;33;2;7.00
1899;01/04/2019;12:23:39;767;24;1;3.00
1903;01/04/2019;18:10:23;696;30;1;3.00
1905;01/04/2019;19:53:10;781;35;1;3.10
1918;01/04/2019;15:12:05;48;55;2;8.00
1920;01/04/2019;12:50:15;652;59;1;4.50
1923;01/04/2019;15:30:13;687;58;1;3.50
1927;01/04/2019;19:29:07;760;38;1;3.75
1944;01/04/2019;13:04:22;69;28;1;2.00
1944;01/04/2019;13:04:22;69;71;1;3.75
1945;01/04/2019;19:26:53;347;42;1;2.50
1947;01/04/2019;13:31:00;226;57;1;3.10
1947;01/04/2019;13:31:00;226;77;1;3.00
1949;01/04/2019;12:31:38;674;35;2;6.20
1954;01/04/2019;13:43:32;778;33;2;7.00
1960;01/04/2019;18:04:34;104;28;1;2.00
1965;01/04/2019;15:26:52;213;36;1;3.75
1965;01/04/2019;15:26:52;213;71;1;3.75
1967;01/04/2019;18:06:52;444;30;2;6.00
1967;01/04/2019;18:06:52;444;79;1;3.75
1972;01/04/2019;17:40:50;602;55;1;4.00
1974;01/04/2019;16:16:59;430;30;2;6.00
1974;01/04/2019;16:16:59;430;76;1;3.50
1980;01/04/2019;19:39:40;430;49;1;3.00
1983;01/04/2019;12:42:22;531;22;1;2.00
1985;01/04/2019;16:23:42;364;32;2;6.00
2001;01/04/2019;16:35:15;117;59;2;9.00
2003;01/04/2019;19:34:48;94;40;1;3.75
2006;01/04/2019;11:30:49;526;24;2;6.00
2008;01/04/2019;17:15:12;12;37;1;3.00
2008;01/04/2019;17:15:12;12;75;1;3.50
2011;01/04/2019;11:57:59;257;50;1;2.50
2011;01/04/2019;11:57:59;257;79;1;3.75
2024;01/04/2019;18:45:11;414;38;2;7.50
2028;01/04/2019;18:39:42;753;61;1;4.75
2028;01/04/2019;18:39:42;753;78;1;4.50
2029;01/04/2019;15:33:24;647;57;1;3.10
2032;01/04/2019;19:43:29;399;54;1;2.50
2035;01/04/2019;16:47:51;73;38;1;3.75
2039;01/04/2019;19:08:56;547;60;1;3.75
2042;01/04/2019;19:00:27;76;43;1;3.00
2047;01/04/2019;16:29:05;729;31;2;4.40
2049;01/04/2019;19:09:02;524;40;1;3.75
2051;01/04/2019;13:41:24;453;51;1;3.00
2052;01/04/2019;15:30:27;650;31;2;4.40
2060;01/04/2019;15:42:20;43;36;1;3.75
2067;01/04/2019;12:44:32;387;52;1;2.50
2070;01/04/2019;14:33:43;689;37;2;6.00
2077;01/04/2019;11:25:35;188;49;2;6.00
2081;01/04/2019;11:15:02;393;42;1;2.50
2081;01/04/2019;11:15:02;393;78;1;4.50
2083;01/04/2019;13:36:54;150;44;2;5.00
2085;01/04/2019;18:02:00;676;52;1;2.50
2087;01/04/2019;15:53:26;586;46;1;2.50
2091;01/04/2019;16:20:07;564;36;2;7.50
2093;01/04/2019;12:44:31;564;53;1;3.00
2103;01/04/2019;17:22:53;674;43;1;3.00
2108;01/04/2019;16:49:54;484;29;2;5.00
2115;01/04/2019;18:41:13;373;24;1;3.00
2123;01/04/2019;16:51:25;778;50;2;5.00
2129;01/04/2019;12:49:48;725;48;1;2.50
2134;01/04/2019;16:25:28;794;44;1;2.50
2135;01/04/2019;19:14:09;300;32;2;6.00
2144;01/04/2019;13:54:47;391;49;1;3.00
2149;01/04/2019;16:19:32;763;48;2;5.00
2172;01/04/2019;19:36:35;373;26;1;3.00
2175;01/04/2019;13:45:22;197;37;1;3.00
2176;01/04/2019;15:44:17;531;52;1;2.50
2177;01/04/2019;11:41:19;794;57;1;3.10
2186;01/04/2019;17:51:06;377;60;2;7.50
2188;01/04/2019;15:01:02;558;48;2;5.00
2203;01/04/2019;17:43:02;613;51;2;6.00
2205;01/04/2019;19:12:49;7;40;2;7.50
2207;01/04/2019;12:20:08;783;54;2;5.00
2211;01/04/2019;15:28:29;774;58;1;3.50
2219;01/04/2019;11:49:37;186;54;1;2.50
2227;01/04/2019;11:10:21;172;47;1;3.00
2227;01/04/2019;11:10:21;172;79;1;3.75
2229;01/04/2019;12:50:38;378;31;2;4.40
2229;01/04/2019;12:50:38;378;73;1;3.75
2238;01/04/2019;16:19:17;384;24;1;3.00
2248;01/04/2019;12:53:23;338;54;2;5.00
2249;01/04/2019;18:13:07;634;24;2;6.00
2250;01/04/2019;13:12:49;64;61;2;9.50
2252;01/04/2019;12:50:19;378;46;2;5.00
2258;01/04/2019;11:43:57;694;25;2;4.40
2259;01/04/2019;19:03:12;476;26;1;3.00
2260;01/04/2019;17:09:13;727;36;1;3.75
2262;01/04/2019;17:35:26;240;47;1;3.00
2262;01/04/2019;17:35:26;240;69;1;3.25
2266;01/04/2019;13:53:17;187;35;1;3.10
2266;01/04/2019;13:53:17;187;70;1;3.25
2281;01/04/2019;15:40:51;446;54;1;2.50
2282;01/04/2019;15:12:54;574;52;2;5.00
2285;01/04/2019;15:36:21;340;31;1;2.20
2288;01/04/2019;12:24:41;382;33;1;3.50
2295;01/04/2019;18:58:46;626;29;1;2.50
2305;01/04/2019;17:34:24;346;29;1;2.50
2314;01/04/2019;19:39:32;448;37;1;3.00
2315;01/04/2019;15:02:04;2;39;2;8.50
2321;01/04/2019;19:39:56;201;22;1;2.00
2324;01/04/2019;15:00:41;643;22;2;4.00
2328;01/04/2019;11:44:29;688;58;2;7.00
2333;01/04/2019;11:54:56;783;56;2;5.10
2341;01/04/2019;12:40:18;261;28;1;2.00
2341;01/04/2019;12:40:18;261;70;1;3.25
2345;01/04/2019;15:52:23;162;36;2;7.50
2349;01/04/2019;14:15:54;157;57;1;3.10
2362;01/04/2019;16:28:37;549;35;1;3.10
2362;01/04/2019;16:28:37;549;72;1;3.25
2364;01/04/2019;19:37:51;323;60;1;3.75
2369;01/04/2019;16:37:10;715;37;2;6.00
2370;01/04/2019;11:02:36;369;55;2;8.00
2385;01/04/2019;12:46:26;335;23;1;2.50
2387;01/04/2019;16:08:59;395;42;2;5.00
2388;01/04/2019;14:53:41;122;44;1;2.50
2396;01/04/2019;19:23:50;133;37;2;6.00
